Rank,Gender,Department,Department_Other,H,State,Salary_Dependency_In_Month,Salary_Dependency_In_Month_Other,Research_Funded_By_External_Grants,Deadline_Today,Workload_Today,Workplace,Workplace_Other,RS,WH,TWR,TWT,TWA,TWO,TW_Sum,BR,BR_Other,Email,Proposal,NP,Funding_Agency,Funding_Agency_Other,P_SR,AP,P_AR,P_DWH,P_DWR,P_DWT,P_DWA,P_DWO,P_DW_SUm,PDR,PDT,PDA,PDO,PD_Sum,P_T,P_DS,P_Disrupted_Research,P_Disrupted_Sleep,P_Disrupted_Diet,P_Disrupted_PA,P_Disrupted_IR,About_Proposal_Deadline,Conference,NCP,CR,C_SR,ACP,AR,C_DWH,C_DWR,C_DWT,C_DWA,C_DWO,C_DW_Sum,DDR,CDT,CDA,CDS,CD_Sum,C_T,C_DS,C_Disrupted_Research,C_Disrupted_Sleep,C_Disrupted_Diet,C_Disrupted_PA,C_Disrupted_IR,About_Conf_Deadline,how_mentally_demanding_was,how_physically_demanding_w,how_hurried_or_rushed_was,how_successful_were_you_in,how_hard_did_you_have_to_w,how_insecure_discouraged_i,i_feel_pleast,i_feel_nervous_and_restles,i_feel_satisfied_with_myse,i_wish_i_could_be_as_happy,i_feel_like_a_failure,i_feel_rested,i_am_calm_cool_and_collect,i_feel_that_difficulties_a,i_worry_too_much_over_some,i_am_happy,i_have_disturbing_thoughts,i_lack_self_confidence,i_feel_secure,i_make_decisions_easily,i_feel_inadequate,i_am_content,some_unimportant_thought_r,i_take_disappointments_so,i_am_a_steady_person,i_get_in_a_state_of_tensio,is_talkative,is_reserved,is_curious_about_many_diff,is_full_of_energy,starts_quarrels_with_other,is_a_reliable_worker,can_be_tense,does_a_through_job,gets_nervous_easily,is_ingenious_a_deep_thinke,take_some_time_off_and_get,focus_on_the_problem_and_s,blame_myself_for_having_go,treat_myself_to_a_favorite,feel_anxious_about_not_bei,think_about_how_i_solved_s,visit_a_friend,determine_a_course_of_acti,ciss9,blame_myself_for_being_too,work_to_understand_the_sit,become_very_upset,take_corrective_action_imm,blame_myself_for_not_knowi,spend_time_with_a_special,think_about_the_event_and,wish_that_i_could_change_w,go_out_fora_snack_or_meal,analyze_my_problem_before,focus_on_my_general_inadeq,phone_a_friend
Professor,Male,Computer Science,,30,Colorado,More than 3.0 months.,More than 3.0 months.,Fully funded,No,Standard,Home,,Hands-off,40-50,60,10,10,20,100,Every hour,,Answer email as it comes,Yes,1,DOE,,75-90%,1-2 months,< 1 month,More,80,0,0,20,100,100,0,0,0,100,Minutes before deadline,Same,2,2,2,2,2,The 5yr + 5yr funding significantly lowers the amount of time and stress associated with obtaining external monies. Also being older and having administered many grants significantly reduces stress.,Yes,1,A,> 90%,1-2 months,1-3 months,More,70,10,10,10,100,100,0,0,0,100,Minutes before deadline,Same,2,2,2,2,2,"I only publish to help younger researchers and, of course, if I have something really wonderful to relate.",3,1,1,3,2,1,3,1,2,1,1,3,3,2,1,3,1,1,2,2,1,3,1,1,2,1,4,4,3,4,3,3,2,4,2,4,4,4,2,4,1,4,3,3,1,1,4,2,2,1,5,4,2,3,3,1,3
Professor,Male,Computer Science,,17,Nevada,Three months,,25-1%,No,Light,Home,,Hands-off,> 50,40,50,0,10,100,Every 3-4 hours,,Answer email as it comes,Yes,3,NSF,,< 10%,> 2 months,3-6 months,Significantly more,80,20,0,0,100,50,40,0,10,100,3-6 hours before deadline,Same,4,4,2,2,3,"Perhaps ask about proposal team composition, e.g.  What is your ideal number of co-PIs in a proposal team? On average how many GRA positions you include in a proposal? Do you budget for technicians? So far the survey didn't ask about close proposal or research collaborators.  ",Yes,4,B,30-50%,> 2 months,3-6 months,More,50,40,,10,100,50,40,NA,10,100,3-6 hours before deadline,Same,3,3,2,2,2,"Sorry, no suggestion here. ",4,1,1,4,4,1,3,2,3,1,1,2,3,2,2,3,1,1,4,3,1,4,1,1,4,1,4,5,2,4,4,4,1,5,2,5,4,5,3,1,3,5,1,5,1,2,5,2,4,1,2,5,3,1,4,1,3
Associate Professor,Female,Chemistry,,26,Minnesota,Three months,,Fully funded,Yes,Heavy,Office,,Hands-off,> 50,20,50,20,10,100,Every 3-4 hours,,Answer email as it comes,Yes,3,NIH,,20-30%,> 2 months,3-6 months,Significantly more,30,50,10,10,100,50,50,0,0,100,1 day before deadline,Same,2,2,1,2,2,"Deadlines are needed... it's a question of organization.  Without Deadlines, which are goalposts, fewer proposals would be submitted. ",No,,,,,,,,,,,NA,,NA,NA,,NA,,,NA,NA,NA,NA,NA,,6,2,5,3,5,5,2,3,2,3,2,1,1,3,2,2,1,3,1,2,3,2,1,3,2,2,5,3,1,1,3,1,4,4,4,5,3,3,3,2,4,2,2,2,2,3,3,4,2,3,3,3,5,2,3,3,2
Associate Professor,Male,Physics,,32,Colorado,Three months,,Fully funded,No,Standard,Home,,Hands-on,> 50,50,30,10,10,100,Every 3-4 hours,,Answer email in batches once  or twice per day,Yes,2,NSF,,< 10%,1-2 months,> 12 months,Significantly more,80,20,0,0,100,100,0,0,0,100,1-3 hours before deadline,Extremely  more,5,4,3,5,5,Give awards based on performance over the last 5 years. Do away with the proposals except for career awards.,No,,,,,,,,,,,NA,,NA,NA,,NA,,,NA,NA,NA,NA,NA,,5,1,4,7,7,7,2,3,2,2,1,2,3,1,3,2,2,2,2,1,1,1,2,2,3,3,3,1,4,1,3,5,4,5,5,5,4,5,3,5,5,5,3,5,1,3,5,3,4,1,3,5,1,1,5,5,1
Assistant Professor,Male,Computer Science,,9,Colorado,Three months,,Not funded,No,Standard,Home,,Hands-off,30-40,40,40,10,10,100,Every 1-2 hours,,Answer email as it comes,Yes,2,NSF,,< 10%,2-4 weeks,6-12 months,More,70,20,10,0,100,100,0,0,0,100,3-6 hours before deadline,Same,4,4,4,1,3,,Yes,1,A,< 10%,1-2 months,6-12 months,More,70,20,10,0,100,100,0,0,0,100,3-6 hours before deadline,Same,4,4,3,1,3,"In general, I don't like deadlines because I think they force incomplete work into submission. However, they're also a powerful motivational tool for students and faculty to focus and get it ready.",2,1,1,3,3,1,3,2,1,3,2,1,3,1,3,2,1,3,1,3,2,2,3,4,3,2,3,4,2,4,3,4,4,5,4,5,4,5,2,4,1,4,4,3,5,1,4,3,4,1,4,3,2,4,2,1,4
Professor,Female,Computer Science,,34,Colorado,Three months,,Fully funded,No,Standard,Home,,Hands-off,40-50,40,10,40,10,100,Every 3-4 hours,,Answer email in batches once  or twice per day,Yes,2,NSF,,50-75%,1-2 months,3-6 months,Significantly more,90,0,10,0,100,40,10,40,10,100,1 day before deadline,Significantly  more,5,1,3,3,4,"I  tell new faculty that there are no half measures when submitting an NSF proposal. You need to be ALL IN, or not even bother. Everything else must be put on hold. It is an extremely competitive environment. ",Yes,4,A,50-75%,2-4 weeks,> 12 months,About the same,40,10,40,10,100,40,10,40,10,100,1-3 hours before deadline,Same,1,1,1,1,1,"I have long since quit worrying about papers! My job is to support the graduate students, post-docs, and early career faculty with their papers. ",5,1,4,4,5,2,4,1,4,1,1,3,4,2,1,4,1,1,4,4,1,4,2,1,4,2,2,5,2,5,3,2,1,5,1,5,5,5,1,4,1,5,4,5,1,1,4,1,3,1,3,3,2,4,4,1,1
Professor,Male,Other,Environmental Studies,30,Virginia,Three months,,100-75%,Yes,Heavy,Home,,Hands-on,40-50,30,30,30,10,100,Every 3-4 hours,,Answer email as it comes,Yes,1,NSF,,20-30%,1-2 months,3-6 months,Significantly more,90,0,10,0,100,90,0,10,0,100,1-3 hours before deadline,Significantly  more,4,4,3,4,3,,No,,,,,,,,,,,NA,,NA,NA,,NA,,,NA,NA,NA,NA,NA,,5,1,3,5,5,2,3,2,3,1,1,2,2,1,2,4,1,1,4,4,1,3,2,1,4,1,2,5,2,4,1,4,3,3,3,4,4,3,1,4,3,4,2,4,4,2,4,2,3,2,2,4,2,4,4,2,2
Professor,Male,Computer Science,,50,Minnesota,Three months,,75-50%,Yes,Heavy,Office,,Hands-on,> 50,50,30,10,10,100,Every 3-4 hours,,Answer email in batches once  or twice per day,Yes,2,NSF,,10-20%,> 2 months,> 12 months,More,70,20,10,0,100,60,20,10,10,100,1-3 hours before deadline,Significantly  more,3,4,3,4,3,Proposal deadlines during fall and spring semesters have higher impact. Please moving  deadlines to winter break and/or summer break as permitted by financial calendar.,Yes,2,A*,30-50%,1-2 months,> 12 months,More,60,20,10,10,100,60,20,10,10,100,3-6 hours before deadline,Significantly  more,3,4,3,4,3,NSF should act as a change agent to encourage journal publication to allow conferences to focus on community building instead of behaving as pseudo-journals. Most conferences have poor reviewing and do not allow time to revise manuscripts to address serious comments from reviewers. It is a huge waste of time for everyone and our discipline is a laughing stock in the community of sciences.,6,6,7,5,7,6,2,3,2,2,2,1,2,2,2,2,1,1,3,3,2,3,2,1,3,1,3,4,1,4,3,4,1,4,1,4,4,4,3,2,2,4,4,4,2,2,4,2,4,2,4,4,2,2,4,2,4
Professor,Female,Biology,,26,Texas,1,1,75-50%,No,Standard,Office,,Hands-on,40-50,30,10,50,10,100,Every 1-2 hours,,Answer email as it comes,Yes,1,NSF,,10-20%,> 2 months,3-6 months,More,50,,50,,100,20,10,50,20,100,2 or more days before deadline,Same,3,1,1,2,2,,Yes,1,B,> 90%,> 2 months,> 12 months,About the same,50,,50,,100,20,10,50,20,100,2 or more days before deadline,Same,1,1,1,1,1,,5,1,2,6,5,2,4,2,4,1,1,3,3,2,2,4,1,1,4,3,1,3,2,2,4,2,2,5,1,2,4,5,4,5,4,4,5,5,3,5,4,5,4,5,5,3,5,3,4,1,3,5,1,4,5,1,5
Professor,Male,Computer Science,,19,Nevada,Three months,,100-75%,No,Heavy,Office,,Hands-off,40-50,40,20,20,20,100,Every 1-2 hours,,Answer email as it comes,Yes,4,NSF,,20-30%,> 2 months,3-6 months,Significantly more,50,20,20,10,100,80,10,0,0,90,1 day before deadline,Significantly  more,3,2,3,3,3,,Yes,4,B,75-90%,1-2 months,3-6 months,About the same,40,20,20,20,100,50,20,20,10,100,2 or more days before deadline,Same,2,1,1,1,1,,5,3,4,6,5,1,4,2,3,2,2,2,2,2,2,3,1,2,3,3,2,3,2,1,4,2,4,4,2,4,4,4,4,4,2,3,4,4,2,3,2,4,4,5,2,2,4,1,4,2,3,4,2,2,4,1,3
Professor,Female,Engineering,,30,California,Three months,,Fully funded,Yes,Heavy,Home,,Hands-on,> 50,50,20,10,20,100,Every 3-4 hours,,Answer email as it comes,Yes,5,DOD,,20-30%,1-2 months,1-3 months,Significantly more,70,10,10,10,100,80,10,0,10,100,3-6 hours before deadline,Significantly  more,3,4,2,3,2,Stresses with working with collaborators; grants office staff,No,,,,,,,,,,,NA,,NA,NA,,NA,,,NA,NA,NA,NA,NA,,6,4,5,3,6,7,2,3,2,4,2,1,2,3,3,2,1,1,2,3,2,2,3,3,2,3,2,5,1,1,5,4,1,5,5,4,2,5,3,5,5,5,2,5,2,4,5,4,5,1,4,4,5,1,4,2,1
Professor,Male,Other,Scientific Computing,39,Florida,Three months,,25-1%,No,Standard,Home,,Hands-on,40-50,20,40,20,20,100,Every hour,,Answer email as it comes,Yes,1,NSF,,10-20%,1-2 months,> 12 months,Significantly more,60,40,0,0,100,20,40,20,20,100,3-6 hours before deadline,Same,4,2,1,3,2,"my NSF section has moved to no deadlines, I am relieved and dismayed by that, it will lead to longer proposal preparation [bad] and no mad dash [good]",No,,,,,,,,,,,NA,,NA,NA,,NA,,,NA,NA,NA,NA,NA,,5,2,5,4,4,2,2,2,1,2,2,1,2,3,3,2,1,2,3,2,2,3,2,2,2,2,1,5,2,2,2,3,3,3,4,4,2,4,4,3,3,4,3,4,3,3,4,4,3,3,3,4,4,3,3,3,3
Professor,Male,Mathematics,,27,Connecticut,Three months,,25-1%,No,Standard,Office,,Hands-on,> 50,30,50,10,10,100,Every 1-2 hours,,Answer email as it comes,Yes,1,NSF,,75-90%,1-2 months,< 1 month,Significantly more,70,20,10,0,100,90,10,0,0,100,1 day before deadline,Significantly  more,5,4,2,2,3,,No,,,,,,,,,,,NA,,NA,NA,,NA,,,NA,NA,NA,NA,NA,,5,1,4,2,5,6,3,2,2,2,2,3,2,3,3,3,1,2,2,2,3,2,1,1,3,1,4,4,4,3,4,2,1,4,3,4,3,4,4,4,4,5,2,3,1,2,4,2,3,4,4,4,4,2,4,3,4
Professor,Male,Engineering,,59,California,Three months,,100-75%,Yes,Standard,Office,,Hands-on,> 50,50,30,10,10,100,Every 3-4 hours,,Answer email in batches once  or twice per day,Yes,3,State of CA,State of CA,50-75%,2-4 weeks,6-12 months,About the same,50,30,10,10,100,50,30,10,10,100,1-3 hours before deadline,Same,3,2,1,1,2,,Yes,2,C,> 90%,1-2 months,> 12 months,About the same,50,30,10,10,100,50,30,10,10,100,3-6 hours before deadline,Same,2,1,1,1,1,,5,4,3,5,5,2,3,2,4,2,1,3,4,2,1,3,1,1,4,3,1,3,2,2,4,2,2,4,1,5,2,4,2,5,2,4,4,5,2,1,1,5,4,5,1,1,5,1,2,2,4,4,2,1,5,1,4
Professor,Female,Engineering,,29,Illinois,Three months,,100-75%,No,Heavy,Home,,Hands-on,> 50,20,20,50,10,100,Other,twice a day,Answer email as it comes,Yes,1,NSF,,30-50%,1-2 months,6-12 months,Significantly more,60,20,20,0,100,80,20,,,100,3-6 hours before deadline,Same,3,2,3,2,2,,Yes,>= 10,B,> 90%,2-4 weeks,6-12 months,About the same,50,20,30,,100,40,20,40,,100,1 day before deadline,Same,2,1,1,1,1,,7,2,6,6,5,2,3,2,4,1,1,3,3,2,1,2,1,1,4,4,1,4,2,1,3,1,4,5,3,4,1,4,3,4,3,4,4,5,3,2,1,4,3,4,1,2,5,1,3,1,5,4,3,1,3,1,1
Professor,Male,Engineering,,32,Texas,Three months,,100-75%,Yes,Standard,Office,,Hands-off,> 50,40,30,10,20,100,Every 3-4 hours,,Answer email as it comes,Yes,3,NSF,,20-30%,1-2 weeks,1-3 months,Significantly more,80,20,0,0,100,100,,,,100,Minutes before deadline,Extremely  more,3,5,5,5,5,,No,,,,,,,,,,,NA,,NA,NA,,NA,,,NA,NA,NA,NA,NA,,5,1,2,6,4,3,4,1,2,1,1,1,4,2,2,4,1,1,4,4,1,4,2,1,4,3,4,5,2,5,4,5,3,5,1,4,4,5,3,1,2,2,2,5,4,1,4,3,4,2,3,3,2,2,5,4,2
Professor,Female,Engineering,,27,New Mexico,Three months,,100-75%,Yes,Heavy,Home,,Hands-off,> 50,30,40,10,20,100,Every 1-2 hours,,Answer email as it comes,Yes,1,NSF,,30-50%,2-4 weeks,> 12 months,Significantly more,90,10,0,0,100,100,0,0,0,100,1 day before deadline,Extremely  more,4,4,3,5,5,,No,,,,,,,,,,,NA,,NA,NA,,NA,,,NA,NA,NA,NA,NA,,5,4,3,2,4,4,4,2,2,1,2,1,3,3,1,4,1,2,3,3,2,3,1,1,3,2,1,5,1,4,5,4,4,5,2,4,4,5,2,5,2,5,4,4,4,2,5,4,4,2,2,5,4,2,4,2,4
Professor,Male,Physics,,40,Florida,0,0,100-75%,Yes,Heavy,Home,,Hands-off,> 50,10,0,70,20,100,Every 3-4 hours,,Answer email as it comes,Yes,1,NSF,,> 90%,> 2 months,> 12 months,Significantly more,90,0,10,0,100,100,0,0,0,100,2 or more days before deadline,Extremely  more,4,4,4,3,4,"Frankly, the problem and source of the tension is the low acceptance rate of new proposals and the tradition of flat funding of renewal proposals without inflationary increases (which then get eroded by inflation).  This is compounded by the increase in unfunded mandates and deliverables (Broader Impacts, Broadening Participation, FAIR data management plans, Diversity and Inclusion plans, postdoctoral mentoring plans, etc.) that must be included into proposals but often are not provided additional funds to support them.",No,,,,,,,,,,,NA,,NA,NA,,NA,,,NA,NA,NA,NA,NA,,6,3,7,6,6,7,3,3,3,4,2,1,1,3,2,2,2,2,3,3,2,1,3,3,2,3,4,5,1,3,2,5,2,5,4,5,2,4,3,4,4,5,4,5,2,3,5,5,4,2,1,4,4,4,5,4,2
Professor,Male,Computer Science,,47,California,Three months,,25-1%,Yes,Heavy,Home,,Hands-on,40-50,40,30,20,10,100,Every hour,,Answer email in batches once  or twice per day,Yes,1,NSF,,20-30%,> 2 months,1-3 months,Significantly more,80,10,10,,100,100,0,0,0,100,1 day before deadline,Extremely less,5,3,3,3,4,"We've created this weird system where you invest a bunch of energy, are probably going to fail, and then end up getting more headache once you get the grant. Not sure its worth it.",Yes,2,A,30-50%,1-2 months,1-3 months,Significantly more,50,30,20,0,100,60,20,20,,100,3-6 hours before deadline,Significantly  more,3,2,3,3,4,Conferences are also a bizarre system. We grade ourselves by a system in which we are set up to fail.,2,1,1,2,3,5,2,3,2,3,3,2,3,4,3,2,3,3,1,2,4,2,3,2,3,3,4,5,1,5,1,4,1,2,2,4,4,4,5,2,4,5,3,4,2,1,5,1,4,1,4,4,2,1,5,2,3
Associate Professor,Male,Biology,,17,Florida,Three months,,Not funded,No,Standard,Office,,Hands-on,> 50,20,0,80,,100,Every 1-2 hours,,Answer email as it comes,Yes,1,NIH,,30-50%,1-2 months,> 12 months,Significantly more,50,,50,,100,80,,20,,100,1 day before deadline,Significantly  more,3,3,3,4,4,I put the blame on myself. I should start a grant months in advance.,Yes,1,A,> 90%,1-2 months,> 12 months,Significantly more,40,,60,,100,50,NA,50,,100,3-6 hours before deadline,Same,2,2,2,3,3,,4,2,3,4,4,1,4,4,1,2,2,2,2,2,1,3,1,3,2,3,3,2,1,1,4,3,1,5,4,4,5,5,1,3,4,5,3,4,5,2,5,3,2,4,1,2,4,2,3,4,1,3,4,1,3,4,2
Associate Professor,Male,Psychology,,48,Virginia,Three months,,50-25%,No,Standard,Home,,Hands-on,40-50,30,50,10,10,100,Every 1-2 hours,,Answer email as it comes,Yes,1,NIH,,75-90%,> 2 months,3-6 months,Significantly more,80,20,0,0,100,60,40,0,0,100,2 or more days before deadline,Significantly  more,4,3,2,2,1,A lot of this varies especially depending on co-investigators.  Some meet deadlines and some do not.  I prefer those that meet the deadlines.,No,,,,,,,,,,,NA,,NA,NA,,NA,,,NA,NA,NA,NA,NA,,2,1,3,5,3,3,3,2,3,1,1,2,3,1,1,3,1,1,3,4,1,2,1,1,4,2,4,4,1,4,1,4,4,5,1,5,3,5,2,1,1,4,3,5,2,1,5,1,4,1,3,4,3,2,5,1,4
Associate Professor,Male,Chemistry,,28,Minnesota,Three months,,Not funded,Yes,Standard,Home,,Hands-on,> 50,20,50,10,20,100,Every 3-4 hours,,Answer email in batches once  or twice per day,Yes,2,NSF,,10-20%,> 2 months,> 12 months,Significantly more,60,20,10,10,100,30,50,10,10,100,1 day before deadline,Significantly  more,4,5,3,4,5,"Proposal deadlines should be abolished across agencies and open submission should be adopted everywhere possible.    The process is amazingly stressful and has resulted in significant strain on my marriage and health.  I have decreased the number of proposals I write in a year as a result of these negative outcomes.  I've also spent years in marriage counseling, in part due to the strain of proposal writing.  You might also ask people if they've considered leaving academic research due to overall unhappiness with the funding of academic research.  I have done so. I will likely leave my position or work to significantly modify my appointment to avoid this odious, inefficient, horrible process.",No,,,,,,,,,,,NA,,NA,NA,,NA,,,NA,NA,NA,NA,NA,,5,2,7,3,6,6,2,2,1,2,3,2,4,4,2,2,2,2,1,2,4,1,1,2,4,2,5,4,1,3,2,2,3,5,4,5,2,4,3,3,4,4,4,5,1,3,5,3,3,4,4,5,4,1,5,2,4
Assistant Professor,Female,Computer Science,,21,Texas,Three months,,75-50%,Yes,Heavy,Home,,Hands-off,40-50,30,50,10,10,100,Every 3-4 hours,,Answer email in batches once  or twice per day,Yes,4,NSF,,< 10%,> 2 months,3-6 months,Significantly more,70,30,0,0,100,100,0,0,0,100,2 or more days before deadline,Extremely  more,5,3,3,1,5,herding the cats akka collaborators causes the most stress,Yes,2,A*,< 10%,1-2 months,6-12 months,Significantly more,70,30,0,0,100,100,0,0,0,100,1-3 hours before deadline,Extremely  more,4,5,2,2,4,,3,5,5,4,5,5,2,3,2,3,2,3,1,2,2,2,1,3,2,3,3,2,2,2,1,2,1,5,1,2,1,5,3,5,5,4,1,4,5,3,4,4,4,4,4,4,4,3,4,2,2,2,4,4,1,4,3
Professor,Male,Mathematics,,63,Texas,none,none,Fully funded,Yes,Standard,Home,,Hands-on,30-40,60,30,,10,100,Every 1-2 hours,,Answer email as it comes,Yes,1,Private Investors in real estate- grants though universite foundation,Private Investors in real estate- grants though universite foundation,> 90%,> 2 months,3-6 months,About the same,60,20,,20,100,80,10,,10,100,2 or more days before deadline,Same,1,1,1,1,1,,No,,,,,,,,,,,NA,,NA,NA,,NA,,,NA,NA,NA,NA,NA,,3,3,3,6,6,1,3,2,2,1,1,3,3,2,1,2,1,1,1,2,1,3,3,2,2,2,5,3,1,3,1,1,3,5,5,5,4,4,3,3,3,3,1,4,4,4,4,3,3,3,1,4,4,1,4,4,1
Assistant Professor,Male,Physics,,29,Ohio,Three months,,75-50%,No,Light,Home,,Hands-on,40-50,60,30,10,0,100,Every 3-4 hours,,Answer email as it comes,Yes,2,NSF,,30-50%,1-2 months,3-6 months,Significantly more,80,10,10,0,100,80,10,10,0,100,1 day before deadline,Extremely  more,4,3,1,3,3,,Yes,1,B,> 90%,2-4 weeks,6-12 months,More,70,20,10,0,100,80,10,10,0,100,3-6 hours before deadline,Significantly  more,3,1,1,2,2,,2,1,1,4,2,3,3,3,2,2,2,3,3,3,1,3,1,2,3,2,2,3,1,1,4,2,4,5,4,4,1,3,2,4,4,3,3,5,4,4,3,3,2,3,1,1,4,1,2,2,4,3,3,2,4,3,2
Professor,Male,Engineering,,23,Ohio,Three months,,75-50%,Yes,Heavy,Office,,Hands-off,> 50,40,20,30,10,100,Every 3-4 hours,,Answer email as it comes,Yes,5,DOD,,20-30%,> 2 months,6-12 months,Significantly more,50,20,20,10,100,30,20,30,20,100,3-6 hours before deadline,Same,3,2,2,3,2,,Yes,4,B,75-90%,1-2 months,6-12 months,About the same,40,20,30,10,100,40,20,30,10,100,3-6 hours before deadline,Same,2,1,1,2,1,,4,4,3,6,7,2,3,2,3,1,1,2,2,2,1,3,2,1,3,3,1,3,2,2,3,1,2,4,1,3,2,4,3,4,2,5,5,4,3,3,2,5,3,5,3,3,5,3,4,2,4,5,3,4,4,3,4
Professor,Female,Physics,,60,California,2,2,50-25%,No,Heavy,Home,,Hands-on,40-50,30,40,10,20,100,Every 1-2 hours,,Answer email in batches once  or twice per day,Yes,1,DOE,,> 90%,1-2 months,> 12 months,About the same,30,30,30,10,100,50,20,20,10,100,2 or more days before deadline,Same,3,2,1,3,3,"Since the proposal needs to pass by the office dealing with grant in my University, I need to send it to this office at least two weeks in advance. I have  help from an administrator in my department in preparing and submitting a proposal. This helps a lot!",No,,,,,,,,,,,NA,,NA,NA,,NA,,,NA,NA,NA,NA,NA,,6,2,3,5,5,4,3,2,2,1,2,2,3,2,2,3,2,3,2,2,2,3,2,1,3,1,2,3,1,2,1,4,1,5,4,4,4,5,2,1,3,5,5,5,1,1,5,2,4,1,4,5,3,1,5,3,5
Associate Professor,Male,Computer Science,,12,Texas,1,1,25-1%,No,Heavy,Home,,Hands-on,> 50,30,50,,20,100,Every 3-4 hours,,Answer email in batches once  or twice per day,Yes,2,NSF,,10-20%,> 2 months,6-12 months,About the same,30,50,0,20,100,30,50,0,20,100,3-6 hours before deadline,Same,3,3,3,3,3,,Yes,3,C,75-90%,1-2 months,> 12 months,About the same,30,50,,20,100,30,50,NA,20,100,3-6 hours before deadline,Same,3,3,3,3,3,,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,5,1,3,1,3,1,5,3,5,3,4,3,3,2,4,3,3,3,3,5,1,3,3,2,3,3,3,3,3,3
Professor,Male,Computer Science,,25,Nevada,Three months,,75-50%,No,Standard,Home,,Hands-off,40-50,50,40,0,10,100,Every 1-2 hours,,Answer email as it comes,Yes,3,NSF,,20-30%,1-2 months,3-6 months,Significantly more,90,10,0,0,100,100,0,0,0,100,1 day before deadline,Extremely  more,5,5,3,3,3,,Yes,3,B,50-75%,2-4 weeks,3-6 months,More,60,30,0,10,100,100,0,0,0,100,2 or more days before deadline,Same,3,1,1,1,1,,5,3,5,5,5,2,3,2,2,1,1,2,4,2,1,2,1,1,2,2,1,2,1,1,3,1,5,5,4,4,2,2,3,5,3,1,2,5,4,3,4,4,2,4,2,2,4,2,5,2,3,4,3,2,4,2,1
Associate Professor,Male,Psychology,,36,Georgia,Three months,,Not funded,Yes,Standard,Home,,Hands-on,> 50,50,30,10,10,100,Every hour,,Answer email as it comes,Yes,2,NIH,,< 10%,> 2 months,> 12 months,More,70,30,,,100,100,,,,100,3-6 hours before deadline,Significantly  more,4,4,4,4,4,,No,,,,,,,,,,,NA,,NA,NA,,NA,,,NA,NA,NA,NA,NA,,7,1,7,3,5,7,2,3,1,1,2,1,1,3,3,3,1,2,3,2,2,2,2,2,2,2,1,5,2,2,5,5,2,4,4,2,2,4,2,2,4,2,3,4,2,1,2,4,4,2,3,2,4,1,2,4,4
Associate Professor,Male,Biology,,30,Texas,2,2,75-50%,No,Light,Home,,Hands-off,40-50,40,30,20,10,100,Every 1-2 hours,,Answer email as it comes,Yes,2,NIH,,< 10%,1-2 months,1-3 months,More,60,20,10,10,100,40,30,20,10,100,3-6 hours before deadline,Significantly  more,4,3,3,3,3,,No,,,,,,,,,,,NA,,NA,NA,,NA,,,NA,NA,NA,NA,NA,,5,1,3,5,3,2,2,3,2,2,2,2,2,2,2,2,1,2,3,3,2,3,2,2,3,2,3,5,3,2,5,3,4,4,2,4,4,4,4,5,3,3,2,4,1,2,4,4,4,2,3,4,4,5,4,2,1
Professor,Male,Physics,,22,Texas,none  endowed chair,none  endowed chair,75-50%,Yes,Heavy,Home,,Hands-off,40-50,40,40,20,0,100,Every 3-4 hours,,Answer email in batches once  or twice per day,Yes,4,NSF,,< 10%,> 2 months,6-12 months,Significantly more,20,40,30,10,100,0,10,90,,100,1 day before deadline,Extremely  more,4,3,1,3,3,colleagues are insufficiently trained in the science of team science methodologies,Yes,1,B,75-90%,2-4 weeks,< 1 month,About the same,30,40,20,10,100,30,40,20,10,100,1 day before deadline,Same,2,1,1,2,2,given the post pandemic conditions i no longer plan to attend conferences that require travel outside of my home state,6,2,2,3,4,4,3,2,3,2,1,2,3,3,2,3,2,1,3,3,1,3,2,1,3,1,2,4,1,3,1,4,1,3,3,5,2,4,2,1,3,5,5,4,1,1,5,2,4,1,5,4,2,1,4,3,5
Professor,Male,Biology,,31,Texas,0,0,Not funded,No,Standard,Office,,Hands-off,> 50,30,40,20,10,100,Every 1-2 hours,,Answer email as it comes,Yes,1,SENACYT,SENACYT,30-50%,1-2 months,> 12 months,More,50,30,20,0,100,60,30,10,0,100,1 day before deadline,Significantly  more,3,4,3,3,3,,Yes,1,B,75-90%,1-2 months,> 12 months,More,40,30,20,10,100,50,30,10,10,100,2 or more days before deadline,Same,3,3,2,3,3,,5,4,5,6,5,4,3,2,2,2,1,2,2,2,3,3,1,2,3,2,2,3,2,2,3,2,2,5,4,2,3,5,3,4,4,4,4,3,4,5,5,4,5,4,3,3,4,4,3,4,4,4,5,4,3,3,4
